set,indice
test,9975
test,28684
test,32083
test,22137
test,40643
test,9538
test,30493
test,10717
test,56110
test,29313
test,37504
test,58183
test,19909
test,39189
test,30652
test,10185
test,7385
test,9916
test,23411
test,23369
test,53736
test,17386
test,23122
test,4407
test,39437
test,45222
test,21002
test,813
test,37918
test,17884
test,47921
test,10766
test,54112
test,34054
test,40400
test,17355
test,5297
test,45615
test,21079
test,30264
test,59791
test,52422
test,44002
test,40017
test,59766
test,22720
test,53095
test,18280
test,59199
test,5054
test,60432
test,59938
test,9930
test,30993
test,28752
test,61183
test,30829
test,57858
test,31911
test,56741
test,54541
test,20631
test,11545
test,12067
test,60561
test,42013
test,61659
test,13238
test,33941
test,33561
test,13250
test,10548
test,23494
test,33790
test,54388
test,36887
test,28783
test,30138
test,4797
test,22958
test,55861
test,58631
test,5806
test,31269
test,1440
test,5849
test,38290
test,58429
test,47831
test,50189
test,21565
test,34454
test,61193
test,26105
test,60804
test,34392
test,24164
test,9713
test,25124
test,19585
test,10644
test,1554
test,41500
test,18670
test,48977
test,7048
test,14641
test,41384
test,60196
test,10374
test,53714
test,290
test,2214
test,39566
test,44092
test,2823
test,39519
test,27571
test,3574
test,16904
test,36840
test,26336
test,29660
test,26233
test,37745
test,46377
test,10065
test,55915
test,22616
test,7962
test,40804
test,37919
test,20300
test,16889
test,6387
test,23794
test,4879
test,54994
test,57905
test,47722
test,49837
test,60846
test,47781
test,47881
test,38398
test,8325
test,24776
test,15081
test,15655
test,17117
test,15097
test,52022
test,4471
test,35867
test,26458
test,16393
test,1459
test,27741
test,5315
test,51227
test,10881
test,38474
test,44985
test,49879
test,27216
test,42507
test,26899
test,30274
test,5917
test,45336
test,3814
test,60701
test,53855
test,12242
test,19395
test,51069
test,37162
test,40720
test,23589
test,42575
test,2266
test,51147
test,20802
test,30016
test,35418
test,41670
test,52488
test,35163
test,5590
test,25140
test,23233
test,33588
test,35691
test,21795
test,31890
test,46470
test,44270
test,30411
test,24799
test,7645
test,28071
test,54177
test,709
test,38168
test,13557
test,37878
test,40057
test,16564
test,22741
test,61514
test,37368
test,46643
test,30126
test,19736
test,15434
test,10405
test,29222
test,46133
test,12698
test,10002
test,23220
test,16190
test,49832
test,10726
test,35083
test,27127
test,52177
test,19723
test,43720
test,23322
test,15634
test,51341
test,19026
test,36204
test,26391
test,25628
test,42540
test,58637
test,58413
test,17086
test,44632
test,51560
test,20884
test,17536
test,21735
test,39478
test,5642
test,14034
test,20670
test,57680
test,807
test,47272
test,37792
test,47391
test,11048
test,35069
test,25764
test,56819
test,8818
test,21932
test,21959
test,11183
test,36870
test,42420
test,44822
test,24987
test,30368
test,60254
test,45013
test,22389
test,16973
test,42446
test,35896
test,13360
test,58210
test,55639
test,26259
test,28557
test,29650
test,42651
test,14225
test,5403
test,673
test,1165
test,20756
test,15290
test,553
test,14071
test,18231
test,39483
test,35183
test,22134
test,56554
test,45888
test,52649
test,14806
test,11119
test,8418
test,2026
test,18212
test,1853
test,27757
test,44073
test,32675
test,43674
test,47493
test,37231
test,59316
test,30348
test,32174
test,18724
test,14035
test,5483
test,27274
test,45117
test,24650
test,52074
test,61011
test,60244
test,10904
test,1613
test,50949
test,55450
test,12198
test,17492
test,50540
test,57783
test,29132
test,10187
test,61241
test,46045
test,23569
test,21283
test,37109
test,2441
test,20218
test,3716
test,15831
test,45423
test,54749
test,2737
test,13242
test,17349
test,27746
test,35898
test,22902
test,57007
test,33122
test,38987
test,56460
test,20172
test,7973
test,11417
test,47700
test,36687
test,58682
test,32460
test,46780
test,53824
test,3149
test,23197
test,43414
test,61527
test,40305
test,31752
test,8998
test,53194
test,56549
test,32996
test,39598
test,7720
test,13121
test,57762
test,53634
test,41053
test,50885
test,10660
test,398
test,43578
test,47422
test,61599
test,4836
test,40566
test,3376
test,9014
test,27538
test,52884
test,38596
test,55756
test,17328
test,6594
test,32154
test,25612
test,30842
test,21135
test,54547
test,57507
test,11457
test,45111
test,37464
test,32544
test,24965
test,1153
test,6100
test,48256
test,5409
test,31647
test,47879
test,51435
test,36602
test,20154
test,49199
test,54324
test,24614
test,8287
test,12166
test,44673
test,7981
test,58942
test,6655
test,15827
test,8368
test,19319
test,41160
test,29206
test,29746
test,24757
test,19082
test,61517
test,14662
test,46353
test,44626
test,44645
test,51765
test,28569
test,41713
test,21893
test,60476
test,22195
test,23854
test,29314
test,54238
test,34220
test,44032
test,11916
test,59755
test,36013
test,17790
test,31824
test,54706
test,48152
test,6227
test,8335
test,46606
test,12617
test,52385
test,4369
test,52278
test,28100
test,14524
test,14546
test,35407
test,57652
test,58123
test,47122
test,20866
test,58340
test,591
test,48261
test,4147
test,60251
test,33502
test,42
test,51741
test,53866
test,39805
test,31274
test,9444
test,39353
test,41259
test,19276
test,36806
test,41513
test,37283
test,34273
test,6931
test,6567
test,2609
test,9596
test,23950
test,37457
test,15951
test,13311
test,13364
test,8499
test,49617
test,44588
test,6829
test,49588
test,12320
test,19925
test,51803
test,27123
test,49368
test,39468
test,25571
test,4794
test,19502
test,37177
test,17181
test,23259
test,40955
test,43669
test,19020
test,49252
test,24648
test,61713
test,14293
test,20037
test,54367
test,57714
test,43975
test,1829
test,27883
test,48133
test,60920
test,3495
test,22782
test,43514
test,17523
test,3337
test,43346
test,9527
test,5291
test,55784
test,39163
test,52720
test,1858
test,12263
test,29575
test,57172
test,49273
test,54535
test,43165
test,41262
test,10584
test,37501
test,24759
test,38319
test,30632
test,57169
test,36480
test,14057
test,54785
test,34712
test,3847
test,4988
test,25104
test,10529
test,28190
test,55461
test,28865
test,11219
test,6536
test,13546
test,56240
test,39953
test,16543
test,24365
test,34982
test,30725
test,3518
test,44252
test,5533
test,15626
test,1819
test,22666
test,59500
test,46373
test,34235
test,32874
test,4933
test,56087
test,8405
test,18552
test,33557
test,36259
test,38148
test,13448
test,61164
test,4777
test,7478
test,22141
test,58819
test,25241
test,19275
test,8714
test,691
test,2526
test,56630
test,47050
test,48387
test,20834
test,137
test,3391
test,4340
test,53467
test,38117
test,14606
test,45420
test,2080
test,42709
test,14465
test,20237
test,32746
test,58111
test,34812
test,28817
test,41919
test,20219
test,44978
test,60088
test,34348
test,34519
test,51599
test,31694
test,10600
test,20981
test,31818
test,14067
test,61802
test,21708
test,22258
test,12840
test,10053
test,31111
test,61179
test,9047
test,43775
test,30636
test,57704
test,10000
test,5076
test,14912
test,36522
test,14691
test,769
test,34344
test,58668
test,47240
test,34682
test,25285
test,19316
test,19070
test,20425
test,45715
test,758
test,49602
test,43122
test,13043
test,8679
test,58240
test,57481
test,22340
test,60330
test,24104
test,51364
test,3907
test,5985
test,21143
test,56699
test,13180
test,30097
test,25843
test,5491
test,53192
test,59040
test,38692
test,37434
test,51828
test,56310
test,58026
test,30199
test,20077
test,20980
test,20846
test,27489
test,26102
test,41693
test,33181
test,34439
test,23656
test,62105
test,17559
test,32612
test,174
test,61448
test,26020
test,21066
test,38414
test,60923
test,35738
test,6949
test,41225
test,26459
test,2672
test,21031
test,39090
test,17792
test,60435
test,60688
test,44767
test,25112
test,60564
test,53002
test,24209
test,50104
test,14951
test,8782
test,33399
test,33691
test,33649
test,17829
test,17456
test,45206
test,5532
test,49547
test,22025
test,31259
test,12325
test,34797
test,37085
test,10171
test,27841
test,6532
test,33275
test,5780
test,41427
test,42925
test,40351
test,14625
test,35615
test,52537
test,1514
test,30148
test,35108
test,49787
test,48523
test,6736
test,40391
test,48144
test,29157
test,26989
test,45381
test,44926
test,48191
test,35563
test,58517
test,37490
test,8569
test,28542
test,2452
test,51847
test,17003
test,28320
test,48351
test,18103
test,28066
test,55719
test,40004
test,5669
test,11101
test,58657
test,16400
test,56732
test,54710
test,19257
test,52810
test,30586
test,17844
test,6204
test,34240
test,50335
test,48213
test,10695
test,509
test,36708
test,26635
test,22016
test,58462
test,46759
test,24322
test,60277
test,1265
test,39527
test,51326
test,42296
test,45832
test,26479
test,58201
test,55264
test,46941
test,4298
test,27898
test,62029
test,4231
test,60428
test,16634
test,30405
test,25556
test,58821
test,54094
test,58414
test,15100
test,44093
test,9531
test,7552
test,52024
test,57890
test,30576
test,39654
test,62011
test,23812
test,44503
test,56162
test,60900
test,44514
test,4330
test,6324
test,647
test,19543
test,39376
test,60199
test,41467
test,26990
test,2317
test,46626
test,35389
test,42201
test,9634
test,56570
test,33948
test,9153
test,57201
test,29687
test,30432
test,55757
test,44106
test,9860
test,8792
test,39672
test,19968
test,9351
test,44013
test,52279
test,30168
test,34580
test,25893
test,20281
test,4703
test,23840
test,48043
test,51372
test,29963
test,56276
test,6533
test,60667
test,2811
test,52414
test,23813
test,12620
test,38146
test,32239
test,51725
test,36432
test,39407
test,22635
test,4650
test,118
test,29680
test,60449
test,16138
test,44889
test,33386
test,1273
test,34238
test,27204
test,10992
test,31389
test,55296
test,13709
test,34534
test,61020
test,28807
test,61774
test,1468
test,13592
test,36931
test,53340
test,54259
test,1926
test,57693
test,53563
test,35296
test,48068
test,17887
test,41822
test,11855
test,18233
test,41951
test,2584
test,26348
test,1722
test,18178
test,53554
test,44993
test,58559
test,42111
test,39359
test,41136
test,56026
test,54349
test,43141
test,47347
test,30934
test,34476
test,35006
test,14388
test,43171
test,5769
test,33121
test,35516
test,25180
test,52538
test,11818
test,36739
test,55150
test,40026
test,27593
test,50117
test,58065
test,28505
test,40905
test,7435
test,32512
test,14080
test,22515
test,41056
test,26771
test,33810
test,26815
test,14972
test,33109
test,52138
test,38505
test,53948
test,608
test,45800
test,51551
test,12395
test,16242
test,20340
test,4775
test,33058
test,37101
test,36703
test,51718
test,61410
test,26355
test,5025
test,60303
test,11277
test,59456
test,39112
test,9588
test,459
test,59569
test,7263
test,54670
test,29253
test,48472
test,45794
test,58640
test,57318
test,25580
test,11309
test,12460
test,55976
test,54941
test,7880
test,22186
test,36573
test,34241
test,36638
test,24550
test,32203
